instruction      opA      opB      result   status
0010010001010101,10110100,10110100,00000000,00000010
0110110001011000,00000000,11001000,11001000,00010100
0010100110110101,00000000,11001000,11001000,00010100
1001010111001010,00000000,00000000,11111111,00010100
0010010001010101,11001000,11001000,00000000,00000010
0110001001011100,00000000,00101100,00101100,00000000
0010100111100101,00000000,00101100,00101100,00000000
1001010111111010,00000000,00000000,11111111,00010100
0111001001111101,11111111,00101101,00101101,00000000
0111110110000011,00000000,11010011,00000000,00000010
0111000110011000,00011001,00011000,00011000,00000000
1001010010100101,11111111,00000000,11111111,00010101
1001010010110101,00000000,00000000,00000000,00000010
1001010011000101,01100101,00000000,00110010,00011001
1001010000001000,00000000,00000000,--------,00011001
1001010010011000,00000001,00000000,--------,00011001
1001010000101000,00000010,00000000,--------,00011101
1001010010111000,00000011,00000000,--------,00010101
1001010001001000,00000100,00000000,--------,00010101
1001010011011000,00000101,00000000,--------,00010101
1001010001101000,00000110,00000000,--------,01010101
1001010011111000,00000111,00000000,--------,01010101
0010010000000000,00000000,00000000,00000000,01000011
1111100000000000,00000000,00000000,--------,01000011
1111100000000001,00000000,00000001,--------,01000011
1111100000000010,00000000,00000010,--------,01000011
1111100000000011,00000000,00000011,--------,01000011
1111100000000100,00000000,00000100,--------,01000011
1111100000000101,00000000,00000101,--------,01000011
1111100000000110,00000000,00000110,--------,01000011
1111100000000111,00000000,00000111,--------,01000011
1111101011000000,00110010,00000000,--------,00000011
1111101011000001,00110010,00000001,--------,01000011
1111101011000010,00110010,00000010,--------,00000011
1111101011000011,00110010,00000011,--------,00000011
1111101011000100,00110010,00000100,--------,01000011
1111101011000101,00110010,00000101,--------,01000011
1111101011000110,00110010,00000110,--------,00000011
1111101011000111,00110010,00000111,--------,00000011
1001010011010000,11111111,00000000,00000000,00000011
1001010011100000,00000000,00000000,11111111,00010101
1001010011110000,10010110,00000000,01101001,00000001
0001010011011110,00000000,11111111,--------,00100001
0001010011101101,11111111,00000000,--------,00010100
0001010011101111,11111111,01101001,--------,00010100
1001010010001000,00000000,00000000,--------,00010100
0000010011111111,01101001,01101001,--------,00000010
1001010000001000,00000000,00000000,--------,00000011
0000010011111111,01101001,01101001,--------,00110101
0010010010111011,00000000,00000000,00000000,00100011
0110010110111011,00000000,01011011,01011011,00100001
0011000010110000,01011011,00000000,--------,00000000
0011010110111011,01011011,01011011,--------,00000010
0011010110111100,01011011,01011100,--------,00110101
1001010011101010,11111111,00000000,11111110,00110101
1001010011111010,01101001,00000000,01101000,00100001
0010011011110101,01101000,01011011,00110011,00100001
0010010011101111,11111110,00110011,11001101,00110101
0010010011111110,00110011,11001101,11111110,00110101
0010010011011111,00000000,11111110,11111110,00110101
0010010011011111,11111110,11111110,00000000,00100011
1001010100000011,11111111,00000000,00000000,00100011
1001010100010011,00000000,00000000,00000001,00100001
1001010100100011,11010111,00000000,11011000,00110101
1001010100110110,11111111,00000000,01111111,00100001
1001010101000110,00000000,00000000,00000000,00100010
1001010101010110,01011011,00000000,00101101,00100000
1001111100010010,00000001,11011000,11011000,--------
1001111100010010,00000001,11011000,00000000,00100000
1001111100000010,00000000,11011000,00000000,--------
1001111100000010,00000000,11011000,00000000,00100010
1001111100100010,11011000,11011000,01000000,--------
1001111100100010,11011000,11011000,10110110,00100001
1001010100000001,00000000,00000000,00000000,00000010
1001010100010001,00000001,00000000,11111111,00110101
1001010100100001,11011000,00000000,00101000,00100001
0010101101000011,00000000,01111111,01111111,00100001
0010101101000101,01111111,00101101,01111111,00100001
0010101100110101,01111111,00101101,01111111,00100001
0010010001010101,00101100,00101100,00000000,00100011
0110000001010000,00000000,00000000,00000000,00100011
0110111101011111,00000000,11111111,11111111,00110101
0110001001011101,11111111,00101101,11111111,00110101
0110011001010100,11111111,01100100,11111111,00110101
1001010010001000,00000000,00000000,--------,00110100
1001010101110111,00000000,00000000,00000000,00100010
1001010101100111,11111111,00000000,01111111,00111001
1001010101110111,00000000,00000000,10000000,00101100
1001010110000111,10110100,00000000,01011010,00100000
1001010000001000,00000000,00000000,--------,00100001
1001010110000111,01011010,00000000,10101101,00101100
1001010010001000,00000000,00000000,--------,00101100
0000101110010111,11111111,10000000,01111111,00000000
1001010000001000,00000000,00000000,--------,00000001
0000101110010111,01111111,10000000,11111110,00001101
1001010000001000,00000000,00000000,--------,00001101
0000101101110111,10000000,10000000,11111111,00110101
0010010001010101,11111111,11111111,00000000,00100011
1001010001011010,00000000,00000000,11111111,00110101
1001010001011010,11111111,00000000,11111110,00110101
1001010010001000,00000000,00000000,--------,00110100
0100000001010000,11111110,00000000,11111110,00010100
1001010000001000,00000000,00000000,--------,00010101
0100000001010000,11111110,00000000,11111101,00010100
0010010000110011,00000000,00000000,00000000,00000010
1001010000001000,00000000,00000000,--------,00000011
0100000000110000,00000000,00000000,11111111,00110101
0100011011100100,11001101,01100100,01101000,00011000
0010010000000000,01000000,01000000,00000000,00000010
0010010000010001,10110110,10110110,00000000,00000010
0010010000100010,00000010,00000010,00000000,00000010
1001011001100111,00000000,00010111,00010111,--------
1001011001100111,11111111,00000000,11111111,00010100
1001011100000000,00000000,00000000,00000000,--------
1001011100000000,00000000,00000000,00000000,00000010
1001011100000001,00000000,00000001,11111111,--------
1001011100000001,00000000,00000000,11111111,00010101
1001011101011001,11111111,00011001,11100110,--------
1001011101011001,00010111,00000000,00010111,00000000
