instruction      nextReg  expA     expB
0010010001010101,00000000,11010111,11010111
0110010101011011,01011011,00000000,--------
0010100101010101,01011011,00000000,01011011
1001010101101010,11111111,00000000,--------
0010010001010101,00000000,01011011,01011011
0110101101010100,10110100,00000000,--------
0010100110000101,10110100,00000000,10110100
1001010110011010,11111111,00000000,--------
0010010001010101,00000000,10110100,10110100
0110110001011000,11001000,00000000,--------
0010100110110101,11001000,00000000,11001000
1001010111001010,11111111,00000000,--------
0010010001010101,00000000,11001000,11001000
0110001001011100,00101100,00000000,--------
0010100111100101,00101100,00000000,00101100
1001010111111010,11111111,00000000,--------
0111001001111101,00101101,11111111,--------
0111110110000011,00000000,00000000,--------
0111000110011000,00011000,00011001,--------
1001010010100101,11111111,11111111,--------
1001010010110101,00000000,00000000,--------
1001010011000101,00110010,01100101,--------
1001010000001000,00000000,--------,--------
1001010010011000,00000000,--------,--------
1001010000101000,00000000,--------,--------
1001010010111000,00000000,--------,--------
1001010001001000,00000000,--------,--------
1001010011011000,00000000,--------,--------
1001010001101000,00000000,--------,--------
1001010011111000,00000000,--------,--------
0010010000000000,00000000,00000000,00000000
1111100000000000,00000001,00000000,--------
1111100000000001,00000011,00000001,--------
1111100000000010,00000111,00000011,--------
1111100000000011,00001111,00000111,--------
1111100000000100,00011111,00001111,--------
1111100000000101,00111111,00011111,--------
1111100000000110,01111111,00111111,--------
1111100000000111,11111111,01111111,--------
1111101011000000,00000000,00110010,--------
1111101011000001,00000000,00110010,--------
1111101011000010,00000000,00110010,--------
1111101011000011,00000000,00110010,--------
1111101011000100,00000000,00110010,--------
1111101011000101,00000000,00110010,--------
1111101011000110,00000000,00110010,--------
1111101011000111,00000000,00110010,--------
1001010011010000,00000000,11111111,--------
1001010011100000,11111111,00000000,--------
1001010011110000,01101001,10010110,--------
0001010011011110,00000001,00000000,11111111
0001010011101101,11111111,11111111,00000000
0001010011101111,10010110,11111111,01101001
1001010010001000,00000000,--------,--------
0000010011111111,00000000,01101001,01101001
1001010000001000,00000000,--------,--------
0000010011111111,11111111,01101001,01101001
0010010010111011,00000000,00000000,00000000
0110010110111011,01011011,00000000,--------
0011000010110000,01011011,01011011,--------
0011010110111011,00000000,01011011,--------
0011010110111100,11111111,01011011,--------
1001010011101010,11111110,11111111,--------
1001010011111010,01101000,01101001,--------
0010011011110101,00110011,01101000,01011011
0010010011101111,11001101,11111110,00110011
0010010011111110,11111110,00110011,11001101
0010010011011111,11111110,00000000,11111110
1001010100000011,00000000,11111111,--------
1001010100010011,00000001,00000000,--------
1001010100100011,11011000,11010111,--------
1001010100110110,01111111,11111111,--------
1001010101000110,00000000,00000000,--------
1001010101010110,00101101,01011011,--------
1001111100010010,11011000,00000001,11011000
1001111100010010,00000000,--------,11011000
1001111100000010,00000000,00000000,11011000
1001111100000010,00000000,--------,11011000
1001111100100010,01000000,11011000,11011000
1001111100100010,10110110,--------,11011000
1001010100000001,00000000,00000000,--------
1001010100010001,11111111,00000001,--------
1001010100100001,00101000,11011000,--------
0010101101000011,01111111,00000000,01111111
0010101101000101,01111111,01111111,00101101
0010101100110101,01111111,01111111,00101101
0010010001010101,00000000,00101100,00101100
0110000001010000,00000000,00000000,--------
0110111101011111,11111111,00000000,--------
0110001001011101,11111111,11111111,--------
0110011001010100,11111111,11111111,--------
1001010010001000,00000000,--------,--------
1001010101110111,00000000,00000000,--------
1001010101100111,01111111,11111111,--------
1001010101110111,10000000,00000000,--------
1001010110000111,01011010,10110100,--------
1001010000001000,00000000,--------,--------
1001010110000111,10101101,01011010,--------
1001010010001000,00000000,--------,--------
0000101110010111,01111111,11111111,10000000
1001010000001000,00000000,--------,--------
0000101110010111,11111110,01111111,10000000
1001010000001000,00000000,--------,--------
0000101101110111,11111111,10000000,10000000
0010010001010101,00000000,11111111,11111111
1001010001011010,11111111,00000000,--------
1001010001011010,11111110,11111111,--------
1001010010001000,00000000,--------,--------
0100000001010000,11111110,11111110,--------
1001010000001000,00000000,--------,--------
0100000001010000,11111101,11111110,--------
0010010000110011,00000000,00000000,00000000
1001010000001000,00000000,--------,--------
0100000000110000,11111111,00000000,--------
0100011011100100,01101000,11001101,--------
0010010000000000,00000000,01000000,01000000
0010010000010001,00000000,10110110,10110110
0010010000100010,00000000,00000011,00000011
1001011011101011,01111011,00000000,--------
1001011011101011,11111111,11111111,--------
1001011100000000,00000000,00000000,--------
1001011100000000,00000000,00000000,--------
1001011100000001,11111111,00000000,--------
1001011100000001,11111111,00000000,--------
1001011110010100,10011011,11111111,--------
1001011110010100,01111011,01111011,--------
0001101110101010,00000000,00000000,00000000
0001101110111100,11001001,11001000,11111111
0001101111001010,11111111,11111111,00000000
0001101111001100,00000000,11111111,11111111
0010010010011001,00000000,00011000,00011000
0010010010101010,00000000,11111111,11111111
0110001010101100,00101100,00000000,--------
0010010010111011,00000000,01011011,01011011
1001010010111010,11111111,00000000,--------
0101000010010000,00000000,00000000,--------
0101000010010001,11111111,00000000,--------
0101001010101000,00000100,00101100,--------
0101000010101100,11111000,00000100,--------
0101100010110000,01111111,11111111,--------
1001010111100010,11000010,00101100,--------
1001010101010010,11010010,00101101,--------
0010011111011101,00000000,00000000,00000000
1001010111010010,00000000,00000000,--------
1001010111011010,11111111,00000000,--------
1001010111010010,11111111,11111111,--------
1001010111110010,11111111,11111111,--------
