instruction      memory address   data in  expected address exp data R W clks
1001001010101111,1111111111110101,01111011,1111111111110101,01111011,1,0,01
1001001010111111,1111111111110100,01111011,1111111111110100,01111011,1,0,01
1001001011001111,1111111111110011,01111011,1111111111110011,01111011,1,0,01
1001001011011111,1111111111110010,01111011,1111111111110010,01111011,1,0,01
1001001011101111,1111111111110001,01111011,1111111111110001,01111011,1,0,01
1001001011111111,1111111111110000,01111011,1111111111110000,01111011,1,0,01
1001001100001111,1111111111101111,01111011,1111111111101111,01111011,1,0,01
1001001100011111,1111111111101110,01111011,1111111111101110,01111011,1,0,01
1001001100101111,1111111111101101,01111011,1111111111101101,01111011,1,0,01
1001001100111111,1111111111101100,01111011,1111111111101100,01111011,1,0,01
1001001101001111,1111111111101011,01111011,1111111111101011,01111011,1,0,01
1001001101011111,1111111111101010,01111011,1111111111101010,01111011,1,0,01
1001001101101111,1111111111101001,01111011,1111111111101001,01111011,1,0,01
1001001101111111,1111111111101000,01111011,1111111111101000,01111011,1,0,01
1001001110001111,1111111111100111,01111011,1111111111100111,01111011,1,0,01
1001001110011111,1111111111100110,01111011,1111111111100110,01111011,1,0,01
1001001110101111,1111111111100101,01111011,1111111111100101,01111011,1,0,01
1001001110111111,1111111111100100,01111011,1111111111100100,01111011,1,0,01
1001001111001111,1111111111100011,01111011,1111111111100011,01111011,1,0,01
1001001111011111,1111111111100010,01111011,1111111111100010,01111011,1,0,01
1001001111101111,1111111111100001,01111011,1111111111100001,01111011,1,0,01
1001001111111111,1111111111100000,01111011,1111111111100000,01111011,1,0,01
1110000000001010,0000000000000000,00001010,----------------,--------,1,1,00
1110001100010111,0000000000000000,00110111,----------------,--------,1,1,00
1110011100101011,0000000000000000,01111011,----------------,--------,1,1,00
1110111000110000,0000000000000000,11100000,----------------,--------,1,1,00
1110010101001011,0000000000000000,01011011,----------------,--------,1,1,00
1110010101011010,0000000000000000,01011010,----------------,--------,1,1,00
1110000001100000,0000000000000000,00000000,----------------,--------,1,1,00
1110111101111111,0000000000000000,11111111,----------------,--------,1,1,00
1110111110001110,0000000000000000,11111110,----------------,--------,1,1,00
1110010010010010,0000000000000000,01000010,----------------,--------,1,1,00
1110010010101110,0000000000000000,01001110,----------------,--------,1,1,00
1110110110110011,0000000000000000,11010011,----------------,--------,1,1,00
1110110011000110,0000000000000000,11000110,----------------,--------,1,1,00
1110101111010000,0000000000000000,10110000,----------------,--------,1,1,00
1110000111100110,0000000000000000,00010110,----------------,--------,1,1,00
1110001011111101,0000000000000000,00101101,----------------,--------,1,1,00
1001001100001111,1111111111011111,00001010,1111111111011111,00001010,1,0,01
1001001100011111,1111111111011110,00110111,1111111111011110,00110111,1,0,01
1001001100101111,1111111111011101,01111011,1111111111011101,01111011,1,0,01
1001001100111111,1111111111011100,11100000,1111111111011100,11100000,1,0,01
1001001101001111,1111111111011011,01011011,1111111111011011,01011011,1,0,01
1001001101011111,1111111111011010,01011010,1111111111011010,01011010,1,0,01
1001001101101111,1111111111011001,00000000,1111111111011001,00000000,1,0,01
1001001101111111,1111111111011000,11111111,1111111111011000,11111111,1,0,01
1001001110001111,1111111111010111,11111110,1111111111010111,11111110,1,0,01
1001001110011111,1111111111010110,01000010,1111111111010110,01000010,1,0,01
1001001110101111,1111111111010101,01001110,1111111111010101,01001110,1,0,01
1001001110111111,1111111111010100,11010011,1111111111010100,11010011,1,0,01
1001001111001111,1111111111010011,11000110,1111111111010011,11000110,1,0,01
1001001111011111,1111111111010010,10110000,1111111111010010,10110000,1,0,01
1001001111101111,1111111111010001,00010110,1111111111010001,00010110,1,0,01
1001001111111111,1111111111010000,00101101,1111111111010000,00101101,1,0,01
1001000000001111,1111111111010000,00101101,1111111111010000,--------,0,1,01
1001000000011111,1111111111010001,00010110,1111111111010001,--------,0,1,01
1001000000101111,1111111111010010,10110000,1111111111010010,--------,0,1,01
1001000000111111,1111111111010011,11000110,1111111111010011,--------,0,1,01
1001000001001111,1111111111010100,11010011,1111111111010100,--------,0,1,01
1001000001011111,1111111111010101,01001110,1111111111010101,--------,0,1,01
1001000001101111,1111111111010110,01000010,1111111111010110,--------,0,1,01
1001000001111111,1111111111010111,11111110,1111111111010111,--------,0,1,01
1001000010001111,1111111111011000,11111111,1111111111011000,--------,0,1,01
1001000010011111,1111111111011001,00000000,1111111111011001,--------,0,1,01
1001000010101111,1111111111011010,01011010,1111111111011010,--------,0,1,01
1001000010111111,1111111111011011,01011011,1111111111011011,--------,0,1,01
1001000011001111,1111111111011100,11100000,1111111111011100,--------,0,1,01
1001000011011111,1111111111011101,01111011,1111111111011101,--------,0,1,01
1001000011101111,1111111111011110,00110111,1111111111011110,--------,0,1,01
1001000011111111,1111111111011111,00001010,1111111111011111,--------,0,1,01
1001001000011100,1101001101001110,00010110,1101001101001110,00010110,1,0,01
1001000000001100,1101001101001110,00010110,1101001101001110,--------,0,1,01
1001001000101100,1101001101001110,10110000,1101001101001110,10110000,1,0,01
1001000000011100,1101001101001110,10110000,1101001101001110,--------,0,1,01
1001001000111100,1101001101001110,11000110,1101001101001110,11000110,1,0,01
1001000000101100,1101001101001110,11000110,1101001101001110,--------,0,1,01
1001001001001100,1101001101001110,11010011,1101001101001110,11010011,1,0,01
1001000000111100,1101001101001110,11010011,1101001101001110,--------,0,1,01
1001001001011100,1101001101001110,01001110,1101001101001110,01001110,1,0,01
1001000001001100,1101001101001110,01001110,1101001101001110,--------,0,1,01
1001001001101100,1101001101001110,01000010,1101001101001110,01000010,1,0,01
1001000001011100,1101001101001110,01000010,1101001101001110,--------,0,1,01
1001001001111100,1101001101001110,11111110,1101001101001110,11111110,1,0,01
1001000001101100,1101001101001110,11111110,1101001101001110,--------,0,1,01
1001001010001100,1101001101001110,11111111,1101001101001110,11111111,1,0,01
1001000001111100,1101001101001110,11111111,1101001101001110,--------,0,1,01
1001001010011100,1101001101001110,00000000,1101001101001110,00000000,1,0,01
1001000010001100,1101001101001110,00000000,1101001101001110,--------,0,1,01
1001001010101100,1101001101001110,01011010,1101001101001110,01011010,1,0,01
1001000010011100,1101001101001110,01011010,1101001101001110,--------,0,1,01
1001001010111100,1101001101001110,01011011,1101001101001110,01011011,1,0,01
1001000010101100,1101001101001110,01011011,1101001101001110,--------,0,1,01
1001001011001100,1101001101001110,11100000,1101001101001110,11100000,1,0,01
1001000010111100,1101001101001110,11100000,1101001101001110,--------,0,1,01
1001001011011100,1101001101001110,01111011,1101001101001110,01111011,1,0,01
1001000011001100,1101001101001110,01111011,1101001101001110,--------,0,1,01
1001001011101100,1101001101001110,00110111,1101001101001110,00110111,1,0,01
1001000011011100,1101001101001110,00110111,1101001101001110,--------,0,1,01
1001001011111100,1101001101001110,00001010,1101001101001110,00001010,1,0,01
1001000011101100,1101001101001110,00001010,1101001101001110,--------,0,1,01
1001001100001100,1101001101001110,00001010,1101001101001110,00001010,1,0,01
1001000011111100,1101001101001110,00001010,1101001101001110,--------,0,1,01
1001001100011100,1101001101001110,00110111,1101001101001110,00110111,1,0,01
1001000100001100,1101001101001110,00110111,1101001101001110,--------,0,1,01
1001001100101100,1101001101001110,01111011,1101001101001110,01111011,1,0,01
1001000100011100,1101001101001110,01111011,1101001101001110,--------,0,1,01
1001001100111100,1101001101001110,11100000,1101001101001110,11100000,1,0,01
1001000100101100,1101001101001110,11100000,1101001101001110,--------,0,1,01
1001001101001100,1101001101001110,01011011,1101001101001110,01011011,1,0,01
1001000100111100,1101001101001110,01011011,1101001101001110,--------,0,1,01
1001001101011100,1101001101001110,01011010,1101001101001110,01011010,1,0,01
1001000101001100,1101001101001110,01011010,1101001101001110,--------,0,1,01
1001001101101100,1101001101001110,00000000,1101001101001110,00000000,1,0,01
1001000101011100,1101001101001110,00000000,1101001101001110,--------,0,1,01
1001001101111100,1101001101001110,11111111,1101001101001110,11111111,1,0,01
1001000101101100,1101001101001110,11111111,1101001101001110,--------,0,1,01
1001001110001100,1101001101001110,11111110,1101001101001110,11111110,1,0,01
1001000101111100,1101001101001110,11111110,1101001101001110,--------,0,1,01
1001001110011100,1101001101001110,01000010,1101001101001110,01000010,1,0,01
1001000110001100,1101001101001110,01000010,1101001101001110,--------,0,1,01
1001001110101100,1101001101001110,01001110,1101001101001110,01001110,1,0,01
1001000110011100,1101001101001110,01001110,1101001101001110,--------,0,1,01
1001001110111100,1101001101001110,11010011,1101001101001110,11010011,1,0,01
1001000110101100,1101001101001110,11010011,1101001101001110,--------,0,1,01
1001001111001100,1101001111010011,11000110,1101001111010011,11000110,1,0,01
1001000110111100,1101001111010011,11000110,1101001111010011,--------,0,1,01
1001001111011100,1100011011010011,10110000,1100011011010011,10110000,1,0,01
1001000111001100,1100011011010011,10110000,1100011011010011,--------,0,1,01
1001001111101100,1100011011010011,00010110,1100011011010011,00010110,1,0,01
1001000111011100,1100011011010011,00010110,1100011011010011,--------,0,1,01
1001001111111100,1100011011010011,00101101,1100011011010011,00101101,1,0,01
1001000111101100,1100011011010011,00101101,1100011011010011,--------,0,1,01
1001001000001100,1100011011010011,00010110,1100011011010011,00010110,1,0,01
1001000111111100,1100011011010011,00010110,1100011011010011,--------,0,1,01
1110111110100101,0000000000000000,11110101,----------------,--------,1,1,00
1110110010111000,0000000000000000,11001000,----------------,--------,1,1,00
1001001000001101,1100100011110101,00010110,1100100011110101,00010110,1,0,01
1001001000011101,1100100011110110,10110000,1100100011110110,10110000,1,0,01
1001001000101101,1100100011110111,11000110,1100100011110111,11000110,1,0,01
1001001000111101,1100100011111000,11010011,1100100011111000,11010011,1,0,01
1001001001001101,1100100011111001,01001110,1100100011111001,01001110,1,0,01
1001001001011101,1100100011111010,01000010,1100100011111010,01000010,1,0,01
1001001001101101,1100100011111011,11111110,1100100011111011,11111110,1,0,01
1001001001111101,1100100011111100,11111111,1100100011111100,11111111,1,0,01
1001001010001101,1100100011111101,00000000,1100100011111101,00000000,1,0,01
1001001010011101,1100100011111110,01011010,1100100011111110,01011010,1,0,01
1001001010101101,1100100011111111,01011011,1100100011111111,01011011,1,0,01
1001001010111101,1100100100000000,11100000,1100100100000000,11100000,1,0,01
1001001011001101,1100100100000001,01111011,1100100100000001,01111011,1,0,01
1001001011011101,1100100100000010,00110111,1100100100000010,00110111,1,0,01
1001001011101101,1100100100000011,00001010,1100100100000011,00001010,1,0,01
1001001011111101,1100100100000100,00001010,1100100100000100,00001010,1,0,01
1001001100001101,1100100100000101,00110111,1100100100000101,00110111,1,0,01
1001001100011101,1100100100000110,01111011,1100100100000110,01111011,1,0,01
1001001100101101,1100100100000111,11100000,1100100100000111,11100000,1,0,01
1001001100111101,1100100100001000,01011011,1100100100001000,01011011,1,0,01
1001001101001101,1100100100001001,01011010,1100100100001001,01011010,1,0,01
1001001101011101,1100100100001010,00000000,1100100100001010,00000000,1,0,01
1001001101101101,1100100100001011,11111111,1100100100001011,11111111,1,0,01
1001001101111101,1100100100001100,11111110,1100100100001100,11111110,1,0,01
1001001110001101,1100100100001101,01000010,1100100100001101,01000010,1,0,01
1001001110011101,1100100100001110,01001110,1100100100001110,01001110,1,0,01
1001001111001101,1100100100001111,10110000,1100100100001111,10110000,1,0,01
1001001111011101,1100100100010000,00010110,1100100100010000,00010110,1,0,01
1001001111101101,1100100100010001,00101101,1100100100010001,00101101,1,0,01
1001001111111101,1100100100010010,00010110,1100100100010010,00010110,1,0,01
1001000000011110,1100100100010010,00010110,1100100100010010,--------,0,1,01
1001000000101110,1100100100010001,00101101,1100100100010001,--------,0,1,01
1001000000111110,1100100100010000,00010110,1100100100010000,--------,0,1,01
1001000001001110,1100100100001111,10110000,1100100100001111,--------,0,1,01
1001000001011110,1100100100001110,01001110,1100100100001110,--------,0,1,01
1001000001101110,1100100100001101,01000010,1100100100001101,--------,0,1,01
1001000001111110,1100100100001100,11111110,1100100100001100,--------,0,1,01
1001000010001110,1100100100001011,11111111,1100100100001011,--------,0,1,01
1001000010011110,1100100100001010,00000000,1100100100001010,--------,0,1,01
1001000010101110,1100100100001001,01011010,1100100100001001,--------,0,1,01
1001000010111110,1100100100001000,01011011,1100100100001000,--------,0,1,01
1001000011001110,1100100100000111,11100000,1100100100000111,--------,0,1,01
1001000011011110,1100100100000110,01111011,1100100100000110,--------,0,1,01
1001000011101110,1100100100000101,00110111,1100100100000101,--------,0,1,01
1001000011111110,1100100100000100,00001010,1100100100000100,--------,0,1,01
1001000100001110,1100100100000011,00001010,1100100100000011,--------,0,1,01
1001000100011110,1100100100000010,00110111,1100100100000010,--------,0,1,01
1001000100101110,1100100100000001,01111011,1100100100000001,--------,0,1,01
1001001101101100,1100100100000001,11111111,1100100100000001,11111111,1,0,01
1001000101011100,1100100100000001,11111111,1100100100000001,--------,0,1,01
1001000100111110,1100100100000000,11100000,1100100100000000,--------,0,1,01
1001000101001110,1100100011111111,01011011,1100100011111111,--------,0,1,01
1001000101011110,1100100011111110,01011010,1100100011111110,--------,0,1,01
1001000101101110,1100100011111101,00000000,1100100011111101,--------,0,1,01
1001000101111110,1100100011111100,11111111,1100100011111100,--------,0,1,01
1001000110001110,1100100011111011,11111110,1100100011111011,--------,0,1,01
1001000110011110,1100100011111010,01000010,1100100011111010,--------,0,1,01
1001000111001110,1100100011111001,01001110,1100100011111001,--------,0,1,01
1001000111011110,1100100011111000,11010011,1100100011111000,--------,0,1,01
1001000111101110,1100100011110111,11000110,1100100011110111,--------,0,1,01
1001000111111110,1100100011110110,10110000,1100100011110110,--------,0,1,01
1001000000001110,1100100011110101,00010110,1100100011110101,--------,0,1,01
1001001000001110,1100100011110100,00010110,1100100011110100,00010110,1,0,01
1001001000011110,1100100011110011,00010110,1100100011110011,00010110,1,0,01
1001001000101110,1100100011110010,00101101,1100100011110010,00101101,1,0,01
1001001000111110,1100100011110001,00010110,1100100011110001,00010110,1,0,01
1001001001001110,1100100011110000,10110000,1100100011110000,10110000,1,0,01
1001001001011110,1100100011101111,01001110,1100100011101111,01001110,1,0,01
1001001001101110,1100100011101110,01000010,1100100011101110,01000010,1,0,01
1001001001111110,1100100011101101,11111110,1100100011101101,11111110,1,0,01
1001001010001110,1100100011101100,11111111,1100100011101100,11111111,1,0,01
1001001010011110,1100100011101011,00000000,1100100011101011,00000000,1,0,01
1001001010101110,1100100011101010,01011010,1100100011101010,01011010,1,0,01
1001001010111110,1100100011101001,01011011,1100100011101001,01011011,1,0,01
1001001011001110,1100100011101000,11100000,1100100011101000,11100000,1,0,01
1001001011011110,1100100011100111,01111011,1100100011100111,01111011,1,0,01
1001001011101110,1100100011100110,00110111,1100100011100110,00110111,1,0,01
1001001011111110,1100100011100101,00001010,1100100011100101,00001010,1,0,01
1001001100001110,1100100011100100,00001010,1100100011100100,00001010,1,0,01
1001001100011110,1100100011100011,00110111,1100100011100011,00110111,1,0,01
1001001100101110,1100100011100010,01111011,1100100011100010,01111011,1,0,01
1001001100111110,1100100011100001,11100000,1100100011100001,11100000,1,0,01
1001001101001110,1100100011100000,01011011,1100100011100000,01011011,1,0,01
1001001101011110,1100100011011111,01011010,1100100011011111,01011010,1,0,01
1001001101101110,1100100011011110,00000000,1100100011011110,00000000,1,0,01
1001001101111110,1100100011011101,11111111,1100100011011101,11111111,1,0,01
1001001110001110,1100100011011100,11111110,1100100011011100,11111110,1,0,01
1001001110011110,1100100011011011,01000010,1100100011011011,01000010,1,0,01
1001001111001110,1100100011011010,01001110,1100100011011010,01001110,1,0,01
1001001111011110,1100100011011001,11010011,1100100011011001,11010011,1,0,01
1001001111101110,1100100011011000,11000110,1100100011011000,11000110,1,0,01
1001001111111110,1100100011010111,10110000,1100100011010111,10110000,1,0,01
1001000000011101,1100100011010111,10110000,1100100011010111,--------,0,1,01
1001000000101101,1100100011011000,11000110,1100100011011000,--------,0,1,01
1001000000111101,1100100011011001,11010011,1100100011011001,--------,0,1,01
1001000001001101,1100100011011010,01001110,1100100011011010,--------,0,1,01
1001000001011101,1100100011011011,01000010,1100100011011011,--------,0,1,01
1001000001101101,1100100011011100,11111110,1100100011011100,--------,0,1,01
1001000001111101,1100100011011101,11111111,1100100011011101,--------,0,1,01
1001000010001101,1100100011011110,00000000,1100100011011110,--------,0,1,01
1001000010011101,1100100011011111,01011010,1100100011011111,--------,0,1,01
1001000010101101,1100100011100000,01011011,1100100011100000,--------,0,1,01
1001000010111101,1100100011100001,11100000,1100100011100001,--------,0,1,01
1001000011001101,1100100011100010,01111011,1100100011100010,--------,0,1,01
1001000011011101,1100100011100011,00110111,1100100011100011,--------,0,1,01
1001000011101101,1100100011100100,00001010,1100100011100100,--------,0,1,01
1001000011111101,1100100011100101,00001010,1100100011100101,--------,0,1,01
1001000100001101,1100100011100110,00110111,1100100011100110,--------,0,1,01
1001000100011101,1100100011100111,01111011,1100100011100111,--------,0,1,01
1001000100101101,1100100011101000,11100000,1100100011101000,--------,0,1,01
1001000100111101,1100100011101001,01011011,1100100011101001,--------,0,1,01
1001000101001101,1100100011101010,01011010,1100100011101010,--------,0,1,01
1001000101011101,1100100011101011,00000000,1100100011101011,--------,0,1,01
1001000101101101,1100100011101100,11111111,1100100011101100,--------,0,1,01
1001000101111101,1100100011101101,11111110,1100100011101101,--------,0,1,01
1001000110001101,1100100011101110,01000010,1100100011101110,--------,0,1,01
1001000110011101,1100100011101111,01001110,1100100011101111,--------,0,1,01
1001000111001101,1100100011110000,10110000,1100100011110000,--------,0,1,01
1001000111011101,1100100011110001,00010110,1100100011110001,--------,0,1,01
1001000111101101,1100100011110010,00101101,1100100011110010,--------,0,1,01
1001000111111101,1100100011110011,00010110,1100100011110011,--------,0,1,01
1001000000001101,1100100011110100,00010110,1100100011110100,--------,0,1,01
1000001000011000,0001011010110000,10110000,0001011010110000,--------,1,0,01
1000000000001000,0001011010110000,10110000,0001011010110000,--------,0,1,01
1000001000101000,0001011010110000,11000110,0001011010110000,--------,1,0,01
1000000000011000,0001011010110000,11000110,0001011010110000,--------,0,1,01
1000001000111000,0001011010110000,11010011,0001011010110000,--------,1,0,01
1000000000101000,0001011010110000,11010011,0001011010110000,--------,0,1,01
1000001001001000,0001011010110000,01001110,0001011010110000,--------,1,0,01
1000000000111000,0001011010110000,01001110,0001011010110000,--------,0,1,01
1000001001011000,0001011010110000,01000010,0001011010110000,--------,1,0,01
1000000001001000,0001011010110000,01000010,0001011010110000,--------,0,1,01
1000001001101000,0001011010110000,11111110,0001011010110000,--------,1,0,01
1000000001011000,0001011010110000,11111110,0001011010110000,--------,0,1,01
1000001001111000,0001011010110000,11111111,0001011010110000,--------,1,0,01
1000000001101000,0001011010110000,11111111,0001011010110000,--------,0,1,01
1000001010001000,0001011010110000,00000000,0001011010110000,--------,1,0,01
1000000001111000,0001011010110000,00000000,0001011010110000,--------,0,1,01
1000001010011000,0001011010110000,01011010,0001011010110000,--------,1,0,01
1000000010001000,0001011010110000,01011010,0001011010110000,--------,0,1,01
1000001010101000,0001011010110000,01011011,0001011010110000,--------,1,0,01
1000000010011000,0001011010110000,01011011,0001011010110000,--------,0,1,01
1000001010111000,0001011010110000,11100000,0001011010110000,--------,1,0,01
1000000010101000,0001011010110000,11100000,0001011010110000,--------,0,1,01
1000001011001000,0001011010110000,01111011,0001011010110000,--------,1,0,01
1000000010111000,0001011010110000,01111011,0001011010110000,--------,0,1,01
1000001011011000,0001011010110000,00110111,0001011010110000,--------,1,0,01
1000000011001000,0001011010110000,00110111,0001011010110000,--------,0,1,01
1000001011101000,0001011010110000,00001010,0001011010110000,--------,1,0,01
1000000011011000,0001011010110000,00001010,0001011010110000,--------,0,1,01
1000001011111000,0001011010110000,00001010,0001011010110000,--------,1,0,01
1000000011101000,0001011010110000,00001010,0001011010110000,--------,0,1,01
1000001100001000,0001011010110000,00110111,0001011010110000,--------,1,0,01
1000000011111000,0001011010110000,00110111,0001011010110000,--------,0,1,01
1000001100011000,0001011010110000,01111011,0001011010110000,--------,1,0,01
1000000100001000,0001011010110000,01111011,0001011010110000,--------,0,1,01
1000001100101000,0001011010110000,11100000,0001011010110000,--------,1,0,01
1000000100011000,0001011010110000,11100000,0001011010110000,--------,0,1,01
1000001100111000,0001011010110000,01011011,0001011010110000,--------,1,0,01
1000000100101000,0001011010110000,01011011,0001011010110000,--------,0,1,01
1000001101001000,0001011010110000,01011010,0001011010110000,--------,1,0,01
1000000100111000,0001011010110000,01011010,0001011010110000,--------,0,1,01
1000001101011000,0001011010110000,00000000,0001011010110000,--------,1,0,01
1000000101001000,0001011010110000,00000000,0001011010110000,--------,0,1,01
1000001101101000,0001011010110000,11111111,0001011010110000,--------,1,0,01
1000000101011000,0001011010110000,11111111,0001011010110000,--------,0,1,01
1000001101111000,0001011010110000,11111110,0001011010110000,--------,1,0,01
1000000101101000,0001011010110000,11111110,0001011010110000,--------,0,1,01
1000001110001000,0001011010110000,01000010,0001011010110000,--------,1,0,01
1000000101111000,0001011010110000,01000010,0001011010110000,--------,0,1,01
1000001110011000,0001011010110000,01001110,0001011010110000,--------,1,0,01
1000000110001000,0001011010110000,01001110,0001011010110000,--------,0,1,01
1000001110101000,0001011010110000,11110101,0001011010110000,--------,1,0,01
1000000110011000,0001011010110000,11110101,0001011010110000,--------,0,1,01
1000001110111000,0001011010110000,11001000,0001011010110000,--------,1,0,01
1000000110101000,0001011010110000,11001000,0001011010110000,--------,0,1,01
1000001111001000,0001011010110000,10110000,0001011010110000,--------,1,0,01
1000000110111000,0001011010110000,10110000,0001011010110000,--------,0,1,01
1000001111011000,0001011010110000,00010110,0001011010110000,--------,1,0,01
1000000111001000,0001011010110000,00010110,0001011010110000,--------,0,1,01
1000001111101000,0001011000010110,00101101,0001011000010110,--------,1,0,01
1000000111011000,0001011000010110,00101101,0001011000010110,--------,0,1,01
1000001111111000,0010110100010110,00010110,0010110100010110,--------,1,0,01
1000000111101000,0010110100010110,00010110,0010110100010110,--------,0,1,01
1000001000001000,0010110100010110,10110000,0010110100010110,--------,1,0,01
1000000111111000,0010110100010110,10110000,0010110100010110,--------,0,1,01
1110111111000101,0000000000000000,11110101,----------------,--------,1,1,00
1110111111011111,0000000000000000,11111111,----------------,--------,1,1,00
1001001000001001,1111111111110101,10110000,1111111111110101,10110000,1,0,01
1001001000011001,1111111111110110,11000110,1111111111110110,11000110,1,0,01
1001001000101001,1111111111110111,11010011,1111111111110111,11010011,1,0,01
1001001000111001,1111111111111000,01001110,1111111111111000,01001110,1,0,01
1001001001001001,1111111111111001,01000010,1111111111111001,01000010,1,0,01
1001001001011001,1111111111111010,11111110,1111111111111010,11111110,1,0,01
1001001001101001,1111111111111011,11111111,1111111111111011,11111111,1,0,01
1001001001111001,1111111111111100,00000000,1111111111111100,00000000,1,0,01
1001001010001001,1111111111111101,01011010,1111111111111101,01011010,1,0,01
1001001010011001,1111111111111110,01011011,1111111111111110,01011011,1,0,01
1001001010101001,1111111111111111,11100000,1111111111111111,11100000,1,0,01
1001001010111001,0000000000000000,01111011,0000000000000000,01111011,1,0,01
1001001011001001,0000000000000001,00110111,0000000000000001,00110111,1,0,01
1001001011011001,0000000000000010,00001010,0000000000000010,00001010,1,0,01
1001001011101001,0000000000000011,00001010,0000000000000011,00001010,1,0,01
1001001011111001,0000000000000100,00110111,0000000000000100,00110111,1,0,01
1001001100001001,0000000000000101,01111011,0000000000000101,01111011,1,0,01
1001001100011001,0000000000000110,11100000,0000000000000110,11100000,1,0,01
1001001100101001,0000000000000111,01011011,0000000000000111,01011011,1,0,01
1001001100111001,0000000000001000,01011010,0000000000001000,01011010,1,0,01
1001001101001001,0000000000001001,00000000,0000000000001001,00000000,1,0,01
1001001101011001,0000000000001010,11111111,0000000000001010,11111111,1,0,01
1001001101101001,0000000000001011,11111110,0000000000001011,11111110,1,0,01
1001001101111001,0000000000001100,01000010,0000000000001100,01000010,1,0,01
1001001110001001,0000000000001101,01001110,0000000000001101,01001110,1,0,01
1001001110011001,0000000000001110,11110101,0000000000001110,11110101,1,0,01
1001001110101001,0000000000001111,11001000,0000000000001111,11001000,1,0,01
1001001110111001,0000000000010000,10110000,0000000000010000,10110000,1,0,01
1001001111101001,0000000000010001,00010110,0000000000010001,00010110,1,0,01
1001001111111001,0000000000010010,10110000,0000000000010010,10110000,1,0,01
1001000000011010,0000000000010010,10110000,0000000000010010,--------,0,1,01
1001000000101010,0000000000010001,00010110,0000000000010001,--------,0,1,01
1001000000111010,0000000000010000,10110000,0000000000010000,--------,0,1,01
1001000001001010,0000000000001111,11001000,0000000000001111,--------,0,1,01
1001000001011010,0000000000001110,11110101,0000000000001110,--------,0,1,01
1001000001101010,0000000000001101,01001110,0000000000001101,--------,0,1,01
1001000001111010,0000000000001100,01000010,0000000000001100,--------,0,1,01
1001000010001010,0000000000001011,11111110,0000000000001011,--------,0,1,01
1001000010011010,0000000000001010,11111111,0000000000001010,--------,0,1,01
1001000010101010,0000000000001001,00000000,0000000000001001,--------,0,1,01
1001000010111010,0000000000001000,01011010,0000000000001000,--------,0,1,01
1001000011001010,0000000000000111,01011011,0000000000000111,--------,0,1,01
1001000011011010,0000000000000110,11100000,0000000000000110,--------,0,1,01
